offs	1	k0	k-1

224	20	4	3	
51	5	5	3	
1	5	5	4	
29	5	5	5	
1008	29	15	18	
88	8	5	5	
412	10	6	6	
6	5	5	5	
4	5	5	5	
4	5	5	5	
24	5	5	5	
22	5	5	5	
20	5	5	5	
10	5	5	5	
136	9	5	6	
12	6	5	5	
35	5	5	5	
1	5	5	5	
1	5	5	5	
6700	53	10	11	
1950	30	8	8	
1958	39	6	6	
660	17	6	6	
82	5	5	5	
2652	23	6	6	
92	5	5	5	
5	5	5	5	
17	5	5	5	
856	18	6	6	
220	8	6	6	
3	5	5	5	
6	5	5	6	
306	6	5	6	
2	5	5	5	
3	7	5	6	
1	3	5	5	
15	5	5	5	
72	6	6	5	
8	5	5	5	
1	5	5	5	
84	7	6	6	
7	5	7	5	
54	5	6	5	
1	6	5	5	
3192	16	6	5	
12	5	5	5	
17880	165	15	17	
3	5	3	5
5574	45	6	7	
1190	11	5	4	
4	4	5	5	
3	5	5	5	
21	5	5	5	
8	4	5	5	
7	4	5	5	
565	12	6	5	
432	10	6	7	
9506	82	13	12	
1122	19	6	7	
3	4	5	5	
2220	37	8	7	
750	14	6	6	
6	4	5	5	
12	4	5	5	
480	10	6	5	
62	5	5	5	
379	7	5	5	
42	6	5	6	
30	4	5	6	
42	4	5	5	
1716	22	6	6	
4502	56	15	15	
1	4	4	4	
132	5	5	5	
156	6	5	5	
210	11	5	5	
2	4	5	5	
1	4	6	4	
90	5	5	5	
75	6	5	5	
6	3	5	6	
55740	1457	43	46	
1	4	2	4	
12410	92	14	14	
4	4	6	5	
6	5	5	5	
120	9	6	6	
9720	94	10	9	
54	4	5	6	
596454	9347	1343	1324	
536	11	5	5	
290	11	5	5	
6	4	6	5	
6	4	6	5	
9	5	5	5	
47430	246	15	15	
16	3	5	5	
71	3	5	5	
10	2	5	5	
1	2	4	5	
20	3	5	5	
21	2	5	5	
7	4	5	5	
1	4	5	5	
3	4	5	5	
7	4	6	6	
432	9	6	6	
1028	25	10	10	
190404	1657	17	16	
306	6	5	7	
10212	266	58	61	
48	4	4	5	
1	5	5	5	
3	6	5	6	
7	4	5	6	
20	4	5	5	
12	5	5	5	
2	4	5	5	
8	4	5	5	
23	6	3	5	
1	4	3	4	
91	5	5	5	
6	4	5	5	
8	4	5	5	
182	5	6	5	
914	13	10	6	
182	5	7	5	
615	66	17	17	
151992	2191	152	142	
3816	52	13	14	
36	4	5	5	
1	2	5	4	
342	3	6	5	
8720	82	9	10	
6744	45	7	7	
32	4	5	5	
15	4	5	5	
7	4	5	5	
31	5	5	5	
3542	42	11	11	
3	4	5	5	
3	5	5	5	
1	6	5	4	
22	4	5	5	
30	4	5	5	
7	4	5	5	
502	7	3	6	
30	4	5	6	
38670	249	25	30	
189	5	9	5	
3508	48	16	15	
426	10	6	6	
5	5	5	5	
92	5	4	5	
1034	28	6	6	
5	5	5	5	
264	9	6	6	
1130	27	12	13	
747840	6119	20	16	
160	7	6	7	
4	5	5	5	
2	5	5	5	
315652	2216	23	21	
2	5	5	5	
266	6	5	5	
560	10	6	6	
29	5	5	5	
55920	700	16	16	
42	6	6	3	
4	5	5	4	
1	5	5	6	
126	5	5	6	
456	9	6	3	
1	9	5	3	
52	2	5	5	
1	3	5	5	
1382	23	14	12	
6	6	5	5	
102	6	6	5	
23	5	5	5	
30	5	9	5	
27	5	3	6	
22	5	7	5	
22172	179	8	13	
31	5	6	5	
15	5	6	5	
4	5	3	5	
4	5	3	5	
12	5	5	5	
72	6	6	5	
7290	57	7	6	
9	5	5	5	
158	6	7	5	
192	8	6	6	
858	34	10	10	
80	6	6	5	
42	6	6	5	
10030	96	10	10	
1	2	5	5	
2	2	6	6	
42	3	5	5	
1	5	5	5	
403114	3116	17	12	
1	5	5	2	
210	6	6	5	
12	5	6	6	
1010	22	7	7	
16	5	6	5	
72	5	6	5	
17	5	5	5	
53512	739	77	87	
484	21	9	8	
12	6	5	5	
252	6	6	6	
1	5	3	5	
1	5	7	5	
6	2	4	5	
386	12	7	8	
1	6	5	5	
8	5	5	5	
3680	26	7	8	
1	5	5	5	
342	6	5	6	
1	5	5	5	
6	5	5	6	
26708	305	16	16	
42	6	6	6	
220	10	6	6	
3276	155	10	11	
690	14	6	6	
5	5	5	5	
4	5	5	5	
652	11	6	6	
2	5	5	2	
5	8	5	3	
2	6	5	4	
69	4	6	6	
62	4	5	6	
390	10	6	6	
1	5	5	5	
20	5	5	5	
5546	127	28	31	
18	5	5	5	
196	8	6	6	
20	6	6	6	
32	5	5	6	
6	5	5	5	
1300	43	10	8		
5880	47	20	20	
378	12	7	6	
28	5	5	6	
72	5	7	6	
1	5	6	5	
26076	1881	30	32	
21	5	5	5	
1188	21	7	7	
6	5	5	5	
5	5	5	6	
8	5	5	5	
2	5	5	5	
20	5	5	5	
3	5	5	5	
1	5	5	5	
29	6	6	6	
1	5	5	5	
29760	181	6	6	
1	5	5	5	
1	5	5	5	
21	6	5	5	
6	5	5	5	
2004	82	14	13	
600	13	6	6	
47	5	5	5	
20	5	5	5	
10	5	5	5	
160	5	5	5	
3	5	5	5	
49	5	5	5	
1	5	5	5	
1	7	5	5	
12	3	5	5	
5	4	5	5	
1	5	5	5	
231944	2363	67	68	
12	5	5	5	
3	5	5	5	
3800	85	8	9	
1	5	5	5	
10082	280	317	339	
51	7	6	6	
18	5	5	5	
5	5	5	6	
2	5	5	5	
1332	19	6	8	
840	16	6	7	
144	10	9	11	
2900	34	6	7	
102	6	6	6	
12	5	5	6	
552	10	7	7	
20	6	5	6	
5	5	5	5	
48	5	5	9	
2156	21	6	6	
4126	35	6	6	
342	6	5	5	
1	5	5	5	
2964	27	7	7	
105	6	6	6	
976	19	6	6	
6	5	5	5	
380	6	10	5	
107	5	5	5	
30	5	5	6	
5	5	5	5	
42	5	5	5	
614	8	6	5	
36	5	6	5	
261056	15259	719	732	
15	5	8	5	
1	5	5	5	
172	7	6	6	
110	5	5	6	
240	6	5	5	
14248	167	12	12	
1	5	5	5	
44	5	5	5	
6	5	5	5	
13	5	5	5	
50	5	5	5	
1548	19	6	9	
320	9	6	6	
17	5	5	5	
20	5	5	5	
2	5	5	5	
93	6	5	5	
4302	138	13	13	
50	5	5	5	
1	5	5	5	
8	5	5	5	
118	6	5	5	
1	5	5	5	
108	9	6	6	
562	14	7	6	
399	7	6	15	
1146	19	7	3	
24	5	5	3	
4	3	5	3	
200	3	5	10	
7	3	5	3	
272	6	5	6	
138	5	5	7	
1245	19	6	3	
3	5	5	3	
176	6	5	5	
65	6	5	9	
12	5	5	5	
20	5	4	5	
2	5	5	5	
12	5	5	4	
2216	25	6	5	
167200	1430	70	70	
19	5	5	6	
2	5	5	5	
3	5	5	5	
294	10	6	6	
1	5	5	5	
1	5	5	5	
256	7	6	6	
1	5	5	5	
5	5	5	5	
7	5	5	5	
76800	690	19	17	
1550	27	9	10	
9	5	7	6	
24	5	6	7	
1705416	20354	1307	1273	
462	7	5	5	
2	3	5	5	
82	8	7	6	
100	5	6	7	
5204	364	26	23	
534	11	6	6	
109132	935	16	15	
12	5	5	5	
20	5	5	5	
20668	937	62	73	
215488	2118	16	15	
18	5	5	5	
237312	3283	65	68	
2200	20	6	6	
76	5	5	5	
122	5	6	5	
4	5	6	5	
702	14	7	6	
3	5	5	5	
43	6	6	6	
552	7	6	5	
5	5	5	5	
41	5	5	5	
450	9	5	6	
35	5	5	5	
4	5	5	5	
11	5	5	5	
4	5	5	5	
5	5	5	5	
29942	134	6	6	
1	5	5	5	
56	5	5	5	
3	5	5	5	
7	5	5	5	
21	5	5	5	
66	5	5	5	
90	5	5	5	
10	5	6	6	
156	6	6	5	
18	5	5	5	
158928	1958	74	82	
51	4	5	5	
32608	516	22	24	
1	5	5	3	
800	16	7	6	
24	5	5	5	
28	5	5	5	
1548	25	7	7	
112	5	5	6	
1	5	5	5	
33	5	5	5	
504	10	6	6	
92	6	5	5	
452	11	6	6	
2	5	5	5	
840	11	6	6	
993	19	7	7	
324	9	6	6	
2661120	25258	59	60	
10	5	5	5	
304	10	6	6	
2	5	6	5	
1	5	5	6	
4	5	5	6	
46	5	5	6	
114	5	6	6	
3	5	6	6	
37	5	6	5	
9	5	6	5	
13	5	5	5	
1406	11	5	3	
1196424	12734	346	376	
59	5	5	5	
312	8	4	6	
13816	115	10	10	
722	27	28	33	
292	10	6	6	
114108	3231	48	40	
1296	19	12	6	
2	5	5	5	
5	5	5	5	
1	5	5	5	
9	5	5	6	
52772	615	34	39	
1	5	7	5	
14	5	6	5	
6	5	5	6	
5	5	8	6	
1	5	5	6	
5	5	6	5	
9	5	6	6	
18	5	5	5	
92	5	7	5	
712	12	6	6	
13	5	5	5	
16	6	5	5	
7	5	5	5	
14	5	5	5	
626	29	9	9	
210	7	6	6	
1	5	5	5	
10	5	5	5	
1	5	5	5	
38	5	5	5	
154	6	5	4	
7	5	5	5	
92	5	5	5	
32	4	5	5	
934	7	7	5	
28	4	5	6	
35	4	5	6	
1	3	5	5	
62	5	4	6	
110	5	5	5	
5	5	5	5	
464	14	7	7	
142	7	6	6	
330	9	6	6	
18	5	6	6	
72	5	6	5	
1122	10	6	5	
78	7	8	6	
162	7	6	5
264	7	8	6	
714	13	7	6	
27	5	6	5	
2808	24	7	7	
61	5	6	5	
404	7	7	5	
118	6	7	6	
505	7	7	5	
152	5	7	5	
430	10	7	6	
45	5	7	5	
268	7	7	5	
240	6	6	5	
5300	43	7	6	
3	5	6	5	
5	5	7	5	
367224	12702	62	51	
355	11	6	6	
654	12	6	8	
19	5	5	5	
7	5	5	5	
1	5	5	5	
1	5	5	5	
1	5	5	5	
1	5	5	5	
3	5	5	5	
5	5	5	5	
6	5	4	6	
6	5	3	6	
33	5	7	6	
12	5	7	6	
2	6	11	6	
9912	87	22	18	
4506	65	23	18	
1	6	5	5	
3	5	5	5	
402	19	6	6	
7732	52	15	14	
2	5	7	5	
2164	58	7	7	
31128	452	16	16	
3	5	6	7	
1628	18	7	7	
564	8	6	5	
14	5	6	6	
43	5	5	5	
63960	318	6	6	
40	5	5	7	
36	5	5	4	
19	5	5	5	
21	5	5	5	
248232	6216	66	65	
1	5	5	5	
4	5	5	5	
2332	48	6	9	
8	5	5	5	
14	5	6	5	
5	5	5	5	
210	6	4	5	
3	6	3	5	
324	17	11	11	
15	5	5	5	
7	5	5	5	
60	7	6	6	
49	5	5	5	
7	5	5	5	
788	14	8	8	
29	5	5	5	
6	6	6	5	
120	7	6	5	
2664	41	9	8	
2	5	6	6
18	5	3	5	
2	5	4	5	
7080	197	7	10	
3492	358	23	27	
90	5	5	5	
10920	75	17	16	
13	5	5	5	
1	5	5	5	
301	9	7	7	
42	5	5	5	
6	5	5	5	
365	7	3	5	
2	5	3	5	
18	5	5	5	
1	5	5	5	
7	5	5	5	
1	5	5	5	
1	5	5	5	
1	6	5	5	
5	5	6	5	
30	5	6	5	
2576	40	12	14	
6	5	5	5	
1250	11	5	6	
1980	15	5	5	
2112	45	12	11	
1260	15	6	8	
2	5	5	5
1	5	6	5	
1	5	6	5	
278	11	7	6	
28380	196	13	12	
72	5	7	5	
1	5	5	5	
24	5	6	5	
18	5	7	5	
6	6	7	5	
504	9	7	6	
6096	83	11	11	
22	5	5	5	
4	5	6	5	
6	6	5	5	
132	6	5	5	
28	7	5	5	
1	5	5	5	
30	5	5	5	
34320	829	44	44	
72	5	3	5	
38080	1558	48	47	
20	5	8	5	
1	5	4	5	
1	5	5	5	
30984	253	32	31	
456	7	6	5	
220	28	6	6	
56	5	6	6	
992	10	6	6	
1	5	5	5	
6840	36	6	6	
2718	39	8	8	
504	14	6	15	
994	15	6	6	
9	5	6	6	
4	5	5	5	
1	5	5	4	
288	10	6	3	
338	7	5	5	
121	5	6	5	
2	5	5	4	
3	5	5	5	
52	5	5	5	
3	5	5	5	
5	5	5	5	
132	6	6	6	
3	5	5	7	
7	5	5	6	
138	4	6	6	
3	5	5	5	
60	6	6	6	
3	5	4	5	
1188	31	3	5	
1	6	6	5	
120	6	5	5	
5	5	5	5	
15	5	5	5	
1	5	5	5	
1	5	6	5	
1152	17	6	6	
60	7	6	6	
6336	140	10	10	
30764	1080	29	29	
2520	34	6	6	
1	5	5	5	
5	5	5	5	
4	5	5	6	
1	5	5	5	
89	5	5	5	
156	7	6	6	
120	6	6	9	
1	5	5	5	
15	5	5	5	
16	5	5	5	
5	5	5	6	
1	5	5	5	
8	5	6	6	
53	5	6	5	
19	5	5	5	
172	6	6	5	
22	5	6	5	
3	6	5	5	
5	5	5	5	
21980	171	16	16	
20	5	6	5	
4	5	6	5	
7	5	6	5	
1189500	9851	70	62	
3140	44	13	13	
1	5	5	5	
1640	12	5	5	
600	15	7	7	
3	5	5	5	
42	5	5	5	
68	5	5	6	
29	5	6	6	
3	5	5	5	
38	5	5	6	
1	5	5	5	
22	5	6	6	
144	6	5	5	
5	5	5	5	
774	9	5	5	
78	6	6	6	
1	5	5	5	
219	6	5	5	
3	5	5	5	
4190	37	6	4	
24	4	5	5	
30	5	5	5	
1	6	5	5	
179348	2621	77	80	
620	14	6	6	
332	8	6	6	
32	5	6	5	
39	5	6	5	
139648	2594	20	21	
4	5	4	5	
210	6	6	5	
6	6	6	5	
2	5	6	5	
21	5	5	5	
24	5	6	5	
120	7	5	6	
1	5	5	5	
20	5	5	5	
27	5	5	5	
38706	391	23	21	
96	7	6	6	
20	5	6	5	
182	6	5	6	
18	5	5	6	
648	8	5	6	
204	8	6	8	
78	5	5	6	
1068	14	7	7	
90	5	5	6	
10630	334	49	50	
2	5	5	5	
5	5	5	6	
1432	32	14	16	
1	5	5	5	
28	5	5	5	
4458	92	13	13	
44	6	6	6	
24	5	6	6	
2	5	5	5	
57	6	5	5	
126	12	6	6	
156	5	5	5	
52	5	6	6	
1	5	5	5	
4	5	6	6	
42	6	7	6	
61248	2460	91	101	
6	5	5	5	
13608	89	28	29	
254	9	7	6	
21	5	5	5	
30	5	5	5	
19192	209	24	27	
253	6	5	5	
36	5	5	5	
1	5	5	5	
552	7	6	5	
48	5	6	5	
1	6	6	6	
2	4	6	5	
40230	174	7	7	
8	5	5	6	
1080	13	6	6	
1490	23	7	4	
27	5	5	5	
82	10	6	6	
2244	39	8	8	
182	6	5	5	
42	6	6	6	
224	12	9	8	
1414	21	6	6	
7	5	5	5	
2	5	5	5	
704	10	6	6	
12	5	5	5	
1	5	5	5	
992	10	5	5	
1	5	5	5	
1	5	5	5	
262	6	5	5	
24720	280	13	11	
104	5	5	5	
2	5	5	5	
5	5	5	5	
4320	82	7	7	
41	5	5	5	
18	5	5	5	
722	16	6	6	
1032	17	6	6	
4	5	5	5	
44	5	6	6	
984	21	9	9
592	20	10	7	
3	5	5	4	
2	4	6	5	
378	10	7	6	
10	5	5	5	
6	5	5	5	
13	5	5	6	
3974	38	6	6	
1	5	5	5	
4	5	5	5	
4730	35	7	6	
1	5	5	5	
342	6	5	6	
8	5	5	5	
462	8	5	5	
930	11	5	5	
1716	19	6	6	
5	5	5	5	
1044	22	8	8	
28	5	5	5	
42	5	5	5	
24	5	5	5	
702	8	13	5	
20	5	3	6	
11	5	5	5	
40	5	5	9	
6	5	4	5	
132	7	4	6	
168	6	2	5	
1	5	3	5	
1	5	4	5	
28	5	5	6	
4	5	3	5	
2	7	3	5	
128	7	4	6	
