offs	1	k0	k-1
	
592	20	10	7	
3	5	5	4	
2	4	6	5	
378	10	7	6	
10	5	5	5	
6	5	5	5	
13	5	5	6	
3974	38	6	6	
1	5	5	5	
4	5	5	5	
4730	35	7	6	
1	5	5	5	
342	6	5	6	
8	5	5	5	
462	8	5	5	
930	11	5	5	
1716	19	6	6	
5	5	5	5	
1044	22	8	8	
28	5	5	5	
42	5	5	5	
24	5	5	5	
702	8	13	5	
20	5	3	6	
11	5	5	5	
40	5	5	9	
6	5	4	5	
132	7	4	6	
168	6	2	5	
1	5	3	5	
1	5	4	5	
28	5	5	6	
4	5	3	5	
2	7	3	5	
128	7	4	6	
1	5	4	12	
6352	42	6	6	
21690	105	6	7	
15	3	5	5	
4	6	5	5	
746	9	5	2	
1	5	5	2	
6	6	6	6	
23	5	5	2	
1	5	5	2	
1	5	4	3	
1	5	4	4	
6	5	5	2	
49	5	5	2	
6760	178	14	19	
4	5	4	3	
90	5	5	2	
5670	40	6	3	
11	5	5	5	
42	5	5	5	
120	6	5	5	
3	5	5	5	
12000	166	11	10	
196	11	6	6	
468	21	7	7	
26	5	5	5	
34	5	2	5	
750	17	3	6	
3	5	4	5	
6	5	5	5	
5308	49	16	16	
42	6	5	5	
7	5	5	5	
776	9	5	5	
16	5	5	6	
58868	5042	92	86	
192	7	5	7	
1	5	5	3	
2628	28	8	7	
7	5	6	5
83	5	5	5	
1	5	5	5	
544	11	6	6	
20	5	5	5	
126240	702	19	18	
191	9	5	5	
217	7	6	6	
56	5	5	5	
55048	589	17	18	
30	5	5	5	
8	5	5	5	
6	5	5	5	
96	6	5	5	
2328536	51217	141	111	
1	5	2	4	
228	9	4	6	
234	8	4	6	
30	5	5	6	
1	5	4	4	
315	12	5	5	
276	8	5	5	
42	5	5	5	
32	5	5	5	
378	6	5	5	
6	5	6	8
